INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1982-064D","13298","ROCKET BODY","SL-6 R/B(2)","CIS","1982-06-25","PKMTR","","708.45","67.23","34860","5033","","","0","LARGE","6826","1982","64","D","Y","SL-6 R/B(2)","1982-064D","13298"
"1982-064C","13297","DEBRIS","SL-6 PLAT","CIS","1982-06-25","PKMTR","1982-07-15","87.62","62.82","182","132","","","0","LARGE","5942","1982","64","C","Y","SL-6 PLAT","1982-064C","13297"
"1982-064B","13296","ROCKET BODY","SL-6 R/B(1)","CIS","1982-06-25","PKMTR","1982-08-07","88.24","62.78","216","159","","","0","LARGE","1","1982","64","B","Y","SL-6 R/B(1)","1982-064B","13296"
"1982-064A","13295","PAYLOAD","COSMOS 1382","CIS","1982-06-25","PKMTR","","718.70","67.37","36352","4048","","","0","LARGE","6826","1982","64","A","Y","COSMOS 1382","1982-064A","13295"
"1982-058B","13294","ROCKET BODY","WESTAR 5 R/B(PAM-D)","US","1982-06-09","AFETR","1990-03-22","94.12","27.03","825","127","","","0","LARGE","5942","1982","58","B","Y","WESTAR 5 R/B(PAM-D)","1982-058B","13294"
"1982-063A","13292","PAYLOAD","SOYUZ-T 6","CIS","1982-06-24","TTMTR","1982-07-02","90.55","51.63","319","284","","","0","LARGE","5942","1982","63","A","Y","SOYUZ-T 6","1982-063A","13292"
"1982-056C","13288","DEBRIS","COSMOS 1376 DEB","CIS","1982-06-08","PKMTR","1982-07-14","87.89","82.33","181","159","","","0","LARGE","1","1982","56","C","Y","COSMOS 1376 DEB","1982-056C","13288"
"1982-062A","13283","PAYLOAD","COSMOS 1381","CIS","1982-06-18","TTMTR","1982-07-01","92.54","70.37","436","362","","","0","LARGE","1","1982","62","A","Y","COSMOS 1381","1982-062A","13283"
"1982-053E","13278","DEBRIS","COSMOS 1373 DEB","CIS","1982-06-02","TTMTR","1982-11-04","87.48","70.36","155","144","","","0","LARGE","1","1982","53","E","Y","COSMOS 1373 DEB","1982-053E","13278"
"1982-053C","13276","DEBRIS","COSMOS 1373 DEB","CIS","1982-06-02","TTMTR","1982-07-19","88.09","70.36","190","170","","","0","LARGE","5942","1982","53","C","Y","COSMOS 1373 DEB","1982-053C","13276"
"1982-059B","13272","ROCKET BODY","SL-14 R/B","CIS","1982-06-10","PKMTR","","96.99","82.51","627","603","","","0","LARGE","6826","1982","59","B","Y","SL-14 R/B","1982-059B","13272"
"1982-059A","13271","PAYLOAD","COSMOS 1378","CIS","1982-06-10","PKMTR","","94.59","82.47","504","494","","","0","LARGE","6825","1982","59","A","Y","COSMOS 1378","1982-059A","13271"
"1982-058A","13269","PAYLOAD","WESTAR 5","US","1982-06-09","AFETR","","1451.35","15.31","36146","36023","","","0","LARGE","6826","1982","58","A","Y","WESTAR 5","1982-058A","13269"
"1982-057A","13265","PAYLOAD","COSMOS 1377","CIS","1982-06-08","TTMTR","1982-07-22","88.68","64.88","254","165","","","0","LARGE","6213","1982","57","A","Y","COSMOS 1377","1982-057A","13265"
"1982-055B","13260","ROCKET BODY","SL-8 R/B","CIS","1982-06-06","PKMTR","","104.78","65.83","1008","960","","","0","LARGE","6824","1982","55","B","Y","SL-8 R/B","1982-055B","13260"
"1982-053B","13245","ROCKET BODY","SL-4 R/B","CIS","1982-06-02","TTMTR","1982-06-11","87.33","70.37","148","137","","","0","LARGE","6213","1982","53","B","Y","SL-4 R/B","1982-053B","13245"
"1982-052A","13243","PAYLOAD","COSMOS 1372","CIS","1982-06-01","TTMTR","","103.90","64.90","961","924","","","0","LARGE","6824","1982","52","A","Y","COSMOS 1372","1982-052A","13243"
"1982-051B","13242","ROCKET BODY","SL-8 R/B","CIS","1982-06-01","PKMTR","","100.28","74.05","789","755","","","0","LARGE","6824","1982","51","B","Y","SL-8 R/B","1982-051B","13242"
"1982-051A","13241","PAYLOAD","COSMOS 1371","CIS","1982-06-01","PKMTR","","100.58","74.04","795","777","","","0","LARGE","6824","1982","51","A","Y","COSMOS 1371","1982-051A","13241"
"1982-050B","13238","ROCKET BODY","SL-6 R/B(1)","CIS","1982-05-28","PKMTR","1982-07-12","87.90","62.82","191","149","","","0","LARGE","5942","1982","50","B","Y","SL-6 R/B(1)","1982-050B","13238"
"1982-050A","13237","PAYLOAD","MOLNIYA 1-54","CIS","1982-05-28","PKMTR","1992-11-19","93.86","63.69","831","96","","","0","LARGE","1","1982","50","A","Y","MOLNIYA 1-54","1982-050A","13237"
"1982-049B","13220","ROCKET BODY","SL-4 R/B","CIS","1982-05-28","TTMTR","1982-05-31","87.63","64.87","167","148","","","0","LARGE","1","1982","49","B","Y","SL-4 R/B","1982-049B","13220"
"1982-049A","13219","PAYLOAD","COSMOS 1370","CIS","1982-05-28","TTMTR","1982-07-11","89.14","64.84","253","211","","","0","LARGE","1","1982","49","A","Y","COSMOS 1370","1982-049A","13219"
"1982-044E","13218","ROCKET BODY","SL-12 R/B(AUX MOTOR)","CIS","1982-05-17","TTMTR","1983-09-14","627.65","47.03","35648","162","","","0","LARGE","1","1982","44","E","Y","SL-12 R/B(AUX MOTOR)","1982-044E","13218"
"1982-045D","13215","ROCKET BODY","SL-6 R/B(2)","CIS","1982-05-20","PKMTR","2009-01-18","87.40","62.08","197","94","","","0","LARGE","6281","1982","45","D","Y","SL-6 R/B(2)","1982-045D","13215"
"1982-046A","13208","PAYLOAD","COSMOS 1368","CIS","1982-05-21","TTMTR","1982-06-03","89.22","70.39","243","229","","","0","LARGE","1","1982","46","A","Y","COSMOS 1368","1982-046A","13208"
"1982-045C","13207","DEBRIS","SL-6 PLAT","CIS","1982-05-20","PKMTR","1982-06-04","88.05","62.84","219","137","","","0","LARGE","1","1982","45","C","Y","SL-6 PLAT","1982-045C","13207"
"1982-045A","13205","PAYLOAD","COSMOS 1367","CIS","1982-05-20","PKMTR","","717.64","70.78","34270","6077","","","0","LARGE","6826","1982","45","A","Y","COSMOS 1367","1982-045A","13205"
"1982-043A","13175","PAYLOAD","COSMOS 1365","CIS","1982-05-14","TTMTR","","103.63","65.07","983","877","","","0","LARGE","6810","1982","43","A","Y","COSMOS 1365","1982-043A","13175"
"1982-042A","13173","PAYLOAD","SOYUZ-T 5","CIS","1982-05-13","TTMTR","1982-08-27","90.60","51.63","315","293","","","0","LARGE","1","1982","42","A","Y","SOYUZ-T 5","1982-042A","13173"
"1982-041A","13170","PAYLOAD","OPS 5642","US","1982-05-11","AFWTR","1982-12-05","88.71","96.23","253","169","","","0","LARGE","1","1982","41","A","Y","OPS 5642","1982-041A","13170"
"1982-029D","13169","ROCKET BODY","SL-6 R/B(2)","CIS","1982-04-07","PKMTR","","705.41","69.39","35208","4534","","","0","LARGE","6826","1982","29","D","Y","SL-6 R/B(2)","1982-029D","13169"
"1982-040J","13168","ROCKET BODY","SL-8 R/B","CIS","1982-05-06","PKMTR","","117.75","74.05","1688","1472","","","0","LARGE","6824","1982","40","J","Y","SL-8 R/B","1982-040J","13168"
"1982-035D","13156","DEBRIS","COSMOS 1352 DEB","CIS","1982-04-21","TTMTR","1982-11-30","87.43","70.34","151","143","","","0","LARGE","5942","1982","35","D","Y","COSMOS 1352 DEB","1982-035D","13156"
"1982-039B","13154","ROCKET BODY","SL-3 R/B","CIS","1982-05-05","PKMTR","","96.09","81.18","600","543","","","0","LARGE","6826","1982","39","B","Y","SL-3 R/B","1982-039B","13154"
"1982-039A","13153","PAYLOAD","COSMOS 1356","CIS","1982-05-05","PKMTR","","93.60","81.09","452","449","","","0","LARGE","6824","1982","39","A","Y","COSMOS 1356","1982-039A","13153"
"1982-038A","13150","PAYLOAD","COSMOS 1355","CIS","1982-04-29","TTMTR","1984-03-07","87.98","65.02","183","166","","","0","LARGE","5942","1982","38","A","Y","COSMOS 1355","1982-038A","13150"
"1982-037B","13149","ROCKET BODY","SL-8 R/B","CIS","1982-04-28","PKMTR","","100.33","74.04","784","764","","","0","LARGE","6824","1982","37","B","Y","SL-8 R/B","1982-037B","13149"
"1982-037A","13148","PAYLOAD","COSMOS 1354","CIS","1982-04-28","PKMTR","","100.57","74.04","791","780","","","0","LARGE","6810","1982","37","A","Y","COSMOS 1354","1982-037A","13148"
"1982-036A","13146","PAYLOAD","COSMOS 1353","CIS","1982-04-23","PKMTR","1982-05-06","88.84","82.35","228","206","","","0","LARGE","1","1982","36","A","Y","COSMOS 1353","1982-036A","13146"
"1982-035A","13144","PAYLOAD","COSMOS 1352","CIS","1982-04-21","TTMTR","1982-05-05","92.21","70.38","409","357","","","0","LARGE","1","1982","35","A","Y","COSMOS 1352","1982-035A","13144"
"1982-034B","13143","ROCKET BODY","SL-8 R/B","CIS","1982-04-21","KYMTR","1983-02-22","87.62","50.66","162","151","","","0","LARGE","1","1982","34","B","Y","SL-8 R/B","1982-034B","13143"
"1982-034A","13142","PAYLOAD","COSMOS 1351","CIS","1982-04-21","KYMTR","1983-03-14","87.66","50.66","161","156","","","0","LARGE","5942","1982","34","A","Y","COSMOS 1351","1982-034A","13142"
"1982-033A","13138","PAYLOAD","SALYUT 7","CIS","1982-04-19","TTMTR","1991-02-07","86.92","51.56","125","118","","","0","LARGE","5942","1982","33","A","Y","SALYUT 7","1982-033A","13138"
"1982-031B","13137","ROCKET BODY","INSAT 1A R/B(PAM-D)","US","1982-04-10","AFETR","1984-04-18","89.82","28.40","406","125","","","0","LARGE","1","1982","31","B","Y","INSAT 1A R/B(PAM-D)","1982-031B","13137"
"1982-014B","13136","ROCKET BODY","WESTAR 4 R/B(PAM-D)","US","1982-02-26","AFETR","1989-08-31","89.20","26.85","355","115","","","0","LARGE","5942","1982","14","B","Y","WESTAR 4 R/B(PAM-D)","1982-014B","13136"
"1982-032A","13134","PAYLOAD","COSMOS 1350","CIS","1982-04-15","PKMTR","1982-05-16","89.87","67.12","379","156","","","0","LARGE","1","1982","32","A","Y","COSMOS 1350","1982-032A","13134"
"1982-030B","13128","ROCKET BODY","SL-8 R/B","CIS","1982-04-08","PKMTR","","104.67","82.93","1000","958","","","0","LARGE","6824","1982","30","B","Y","SL-8 R/B","1982-030B","13128"
"1982-030A","13127","PAYLOAD","COSMOS 1349","CIS","1982-04-08","PKMTR","","104.82","82.93","1008","964","","","0","LARGE","6820","1982","30","A","Y","COSMOS 1349","1982-030A","13127"
"1982-029B","13125","ROCKET BODY","SL-6 R/B(1)","CIS","1982-04-07","PKMTR","1982-05-05","87.88","62.84","191","148","","","0","LARGE","1","1982","29","B","Y","SL-6 R/B(1)","1982-029B","13125"
"1982-029A","13124","PAYLOAD","COSMOS 1348","CIS","1982-04-07","PKMTR","","718.59","71.87","32109","8286","","","0","LARGE","6826","1982","29","A","Y","COSMOS 1348","1982-029A","13124"
"1982-028A","13122","PAYLOAD","COSMOS 1347","CIS","1982-04-02","TTMTR","1982-05-21","89.01","70.31","294","157","","","0","LARGE","1","1982","28","A","Y","COSMOS 1347","1982-028A","13122"
"1982-027B","13121","ROCKET BODY","SL-3 R/B","CIS","1982-03-31","PKMTR","","95.45","81.16","559","521","","","0","LARGE","6826","1982","27","B","Y","SL-3 R/B","1982-027B","13121"
"1982-027A","13120","PAYLOAD","COSMOS 1346","CIS","1982-03-31","PKMTR","2017-12-17","87.28","81.17","145","135","","","0","LARGE","6430","1982","27","A","Y","COSMOS 1346","1982-027A","13120"
"1982-026B","13119","ROCKET BODY","SL-8 R/B","CIS","1982-03-31","PKMTR","1989-08-10","87.41","73.99","153","140","","","0","LARGE","5942","1982","26","B","Y","SL-8 R/B","1982-026B","13119"
"1982-026A","13118","PAYLOAD","COSMOS 1345","CIS","1982-03-31","PKMTR","1989-09-27","87.38","73.99","152","137","","","0","LARGE","5942","1982","26","A","Y","COSMOS 1345","1982-026A","13118"
"1982-025B","13114","ROCKET BODY","SL-14 R/B","CIS","1982-03-25","PKMTR","","104.00","82.54","957","938","","","0","LARGE","6814","1982","25","B","Y","SL-14 R/B","1982-025B","13114"
"1982-025A","13113","PAYLOAD","METEOR 2-8","CIS","1982-03-25","PKMTR","","103.94","82.54","957","933","","","0","LARGE","6810","1982","25","A","Y","METEOR 2-8","1982-025A","13113"
"1982-024B","13111","ROCKET BODY","SL-8 R/B","CIS","1982-03-24","PKMTR","","104.66","82.92","1008","949","","","0","LARGE","6824","1982","24","B","Y","SL-8 R/B","1982-024B","13111"
"1982-024A","13110","PAYLOAD","COSMOS 1344","CIS","1982-03-24","PKMTR","","104.80","82.92","1005","965","","","0","LARGE","6821","1982","24","A","Y","COSMOS 1344","1982-024A","13110"
"1982-023C","13109","ROCKET BODY","SL-6 R/B(1)","CIS","1982-03-24","PKMTR","1982-04-19","87.91","62.82","195","147","","","0","LARGE","5942","1982","23","C","Y","SL-6 R/B(1)","1982-023C","13109"
"1982-023B","13108","DEBRIS","SL-6 PLAT","CIS","1982-03-24","PKMTR","1982-04-12","87.81","62.83","199","134","","","0","LARGE","1","1982","23","B","Y","SL-6 PLAT","1982-023B","13108"
"1982-023A","13107","PAYLOAD","MOLNIYA 3-18","CIS","1982-03-24","PKMTR","1992-06-23","88.66","63.59","340","76","","","0","LARGE","5942","1982","23","A","Y","MOLNIYA 3-18","1982-023A","13107"
"1982-018E","13102","DEBRIS","COSMOS 1342 DEB","CIS","1982-03-05","PKMTR","1982-04-01","87.47","72.84","153","146","","","0","LARGE","1","1982","18","E","Y","COSMOS 1342 DEB","1982-018E","13102"
"1981-114B","13098","ROCKET BODY","SATCOM 3R R/B(PAM-D)","US","1981-11-20","AFETR","1989-02-26","88.35","27.21","262","124","","","0","LARGE","5942","1981","114","B","Y","SATCOM 3R R/B(PAM-D)","1981-114B","13098"
"1982-020A","13092","PAYLOAD","GORIZONT 5","CIS","1982-03-15","TTMTR","","1461.43","13.88","36406","36156","","","0","LARGE","6826","1982","20","A","Y","GORIZONT 5","1982-020A","13092"
"1982-016D","13090","ROCKET BODY","SL-6 R/B(2)","CIS","1982-03-03","PKMTR","","708.88","65.58","38488","1427","","","0","LARGE","6826","1982","16","D","Y","SL-6 R/B(2)","1982-016D","13090"
"1982-004B","13088","ROCKET BODY","SATCOM 4 R/B(PAM-D)","US","1982-01-16","AFETR","1988-11-02","87.71","26.91","217","104","","","0","LARGE","5942","1982","4","B","Y","SATCOM 4 R/B(PAM-D)","1982-004B","13088"
"1982-017B","13087","ROCKET BODY","ATLAS CENTAUR R/B","US","1982-03-05","AFETR","1983-05-06","102.70","23.67","1651","122","","","0","LARGE","1","1982","17","B","Y","ATLAS CENTAUR R/B","1982-017B","13087"
"1982-018A","13084","PAYLOAD","COSMOS 1342","CIS","1982-03-05","PKMTR","1982-03-19","89.56","72.86","279","226","","","0","LARGE","1","1982","18","A","Y","COSMOS 1342","1982-018A","13084"
"1982-017A","13083","PAYLOAD","INTELSAT 504","ITSO","1982-03-05","AFETR","","1451.20","14.70","36153","36011","","","0","LARGE","6825","1982","17","A","Y","INTELSAT 504","1982-017A","13083"
"1982-016C","13082","DEBRIS","SL-6 PLAT","CIS","1982-03-03","PKMTR","1982-03-16","87.77","62.88","200","129","","","0","LARGE","1","1982","16","C","Y","SL-6 PLAT","1982-016C","13082"
"1982-016B","13081","ROCKET BODY","SL-6 R/B(1)","CIS","1982-03-03","PKMTR","1982-03-27","88.22","62.80","224","149","","","0","LARGE","1","1982","16","B","Y","SL-6 R/B(1)","1982-016B","13081"
"1982-016A","13080","PAYLOAD","COSMOS 1341","CIS","1982-03-03","PKMTR","","718.27","67.51","37398","2981","","","0","LARGE","6826","1982","16","A","Y","COSMOS 1341","1982-016A","13080"
"1982-015D","13075","ROCKET BODY","SL-6 R/B(2)","CIS","1982-02-26","PKMTR","","730.35","62.69","40107","866","","","0","LARGE","6826","1982","15","D","Y","SL-6 R/B(2)","1982-015D","13075"
"1982-015C","13072","DEBRIS","SL-6 PLAT","CIS","1982-02-26","PKMTR","1982-03-13","87.53","62.83","173","132","","","0","LARGE","1","1982","15","C","Y","SL-6 PLAT","1982-015C","13072"
"1982-015A","13070","PAYLOAD","MOLNIYA 1-53","CIS","1982-02-26","PKMTR","","717.81","62.49","40078","279","","","0","LARGE","6824","1982","15","A","Y","MOLNIYA 1-53","1982-015A","13070"
"1982-014A","13069","PAYLOAD","WESTAR 4","US","1982-02-26","AFETR","","1443.26","15.07","35955","35898","","","0","LARGE","6825","1982","14","A","Y","WESTAR 4","1982-014A","13069"
"1982-013B","13068","ROCKET BODY","SL-3 R/B","CIS","1982-02-19","PKMTR","","95.54","81.20","560","529","","","0","LARGE","6825","1982","13","B","Y","SL-3 R/B","1982-013B","13068"
"1982-013A","13067","PAYLOAD","COSMOS 1340","CIS","1982-02-19","PKMTR","","94.72","81.19","507","503","","","0","LARGE","6824","1982","13","A","Y","COSMOS 1340","1982-013A","13067"
"1982-012B","13066","ROCKET BODY","SL-8 R/B","CIS","1982-02-17","PKMTR","","104.56","82.90","1006","942","","","0","LARGE","6824","1982","12","B","Y","SL-8 R/B","1982-012B","13066"
"1982-012A","13065","PAYLOAD","COSMOS 1339","CIS","1982-02-17","PKMTR","","104.69","82.90","1013","947","","","0","LARGE","6824","1982","12","A","Y","COSMOS 1339","1982-012A","13065"
"1982-010A","13061","PAYLOAD","COSMOS 1337","CIS","1982-02-11","TTMTR","1982-07-25","87.71","65.00","173","149","","","0","LARGE","1","1982","10","A","Y","COSMOS 1337","1982-010A","13061"
"1982-009E","13060","ROCKET BODY","SL-12 R/B(AUX MOTOR)","CIS","1982-02-05","TTMTR","1984-11-26","87.80","46.35","227","104","","","0","LARGE","1","1982","9","E","Y","SL-12 R/B(AUX MOTOR)","1982-009E","13060"
"1982-009A","13056","PAYLOAD","EKRAN 8","CIS","1982-02-05","TTMTR","","1441.00","12.78","36003","35762","","","0","LARGE","6826","1982","9","A","Y","EKRAN 8","1982-009A","13056"
"1982-008B","13046","ROCKET BODY","SL-4 R/B","CIS","1982-01-30","TTMTR","1982-02-02","88.17","70.34","226","143","","","0","LARGE","1","1982","8","B","Y","SL-4 R/B","1982-008B","13046"
"1982-008A","13045","PAYLOAD","COSMOS 1336","CIS","1982-01-30","TTMTR","1982-02-26","89.01","70.32","300","152","","","0","LARGE","1","1982","8","A","Y","COSMOS 1336","1982-008A","13045"
"1982-007B","13043","ROCKET BODY","SL-8 R/B","CIS","1982-01-29","PKMTR","1985-11-24","86.94","74.01","127","119","","","0","LARGE","5942","1982","7","B","Y","SL-8 R/B","1982-007B","13043"
"1982-007A","13042","PAYLOAD","COSMOS 1335","CIS","1982-01-29","PKMTR","1987-04-05","87.53","74.00","158","146","","","0","LARGE","1","1982","7","A","Y","COSMOS 1335","1982-007A","13042"
"1982-006A","13040","PAYLOAD","OPS 2849","US","1982-01-21","AFWTR","1982-05-23","97.47","97.23","644","632","","","0","LARGE","1","1982","6","A","Y","OPS 2849","1982-006A","13040"
"1982-005A","13036","PAYLOAD","COSMOS 1334","CIS","1982-01-20","PKMTR","1982-02-03","89.63","72.86","286","226","","","0","LARGE","1","1982","5","A","Y","COSMOS 1334","1982-005A","13036"
"1982-004A","13035","PAYLOAD","SATCOM 4","US","1982-01-16","AFETR","","1445.87","15.15","36048","35907","","","0","LARGE","6825","1982","4","A","Y","SATCOM 4","1982-004A","13035"
"1982-003B","13034","ROCKET BODY","SL-8 R/B","CIS","1982-01-14","PKMTR","","104.70","82.94","1004","957","","","0","LARGE","6824","1982","3","B","Y","SL-8 R/B","1982-003B","13034"
"1982-003A","13033","PAYLOAD","COSMOS 1333","CIS","1982-01-14","PKMTR","","104.86","82.94","1013","963","","","0","LARGE","6824","1982","3","A","Y","COSMOS 1333","1982-003A","13033"
"1982-002B","13032","ROCKET BODY","SL-4 R/B","CIS","1982-01-12","PKMTR","1982-01-16","87.49","82.30","154","146","","","0","LARGE","5942","1982","2","B","Y","SL-4 R/B","1982-002B","13032"
"1982-001B","13028","ROCKET BODY","SL-8 R/B","CIS","1982-01-07","PKMTR","","100.11","74.04","779","749","","","0","LARGE","6817","1982","1","B","Y","SL-8 R/B","1982-001B","13028"
"1982-001A","13027","PAYLOAD","COSMOS 1331","CIS","1982-01-07","PKMTR","","100.23","74.05","788","752","","","0","LARGE","6822","1982","1","A","Y","COSMOS 1331","1982-001A","13027"
"1981-122C","13025","ROCKET BODY","ARIANE 1 R/B","ESA","1981-12-20","FRGUI","1988-11-21","101.01","10.39","1492","121","","","0","LARGE","5942","1981","122","C","Y","ARIANE 1 R/B","1981-122C","13025"
"1981-123D","13016","ROCKET BODY","SL-6 R/B(2)","CIS","1981-12-23","TTMTR","","618.00","63.06","34301","1010","","","0","LARGE","6826","1981","123","D","Y","SL-6 R/B(2)","1981-123D","13016"
"1981-123C","13014","DEBRIS","SL-6 PLAT","CIS","1981-12-23","TTMTR","1982-01-10","86.78","62.96","122","107","","","0","LARGE","1","1981","123","C","Y","SL-6 PLAT","1981-123C","13014"
"1981-123B","13013","ROCKET BODY","SL-6 R/B(1)","CIS","1981-12-23","TTMTR","1982-01-16","87.47","62.96","162","136","","","0","LARGE","5942","1981","123","B","Y","SL-6 R/B(1)","1981-123B","13013"
"1981-123A","13012","PAYLOAD","MOLNIYA 1-52","CIS","1981-12-23","TTMTR","","717.79","64.03","38869","1486","","","0","LARGE","6826","1981","123","A","Y","MOLNIYA 1-52","1981-123A","13012"
"1981-122B","13011","PAYLOAD","CAT 4","ESA","1981-12-20","FRGUI","","458.38","10.59","26402","228","","","0","LARGE","6826","1981","122","B","Y","CAT 4","1981-122B","13011"
"1981-122A","13010","PAYLOAD","MARECS A","ESA","1981-12-20","FRGUI","","1515.16","15.10","37810","36830","","","0","LARGE","6826","1981","122","A","Y","MARECS A","1981-122A","13010"
"1981-121A","13008","PAYLOAD","COSMOS 1330","CIS","1981-12-19","TTMTR","1982-01-19","88.99","70.34","294","155","","","0","LARGE","1","1981","121","A","Y","COSMOS 1330","1981-121A","13008"
"1981-119B","13007","ROCKET BODY","ATLAS CENTAUR R/B","US","1981-12-15","AFETR","","156.73","23.54","6218","284","","","0","LARGE","6824","1981","119","B","Y","ATLAS CENTAUR R/B","1981-119B","13007"
"1981-120G","13003","ROCKET BODY","SL-8 R/B","CIS","1981-12-17","PKMTR","","120.86","82.96","1785","1653","","","0","LARGE","6804","1981","120","G","Y","SL-8 R/B","1981-120G","13003"
"1981-119A","12994","PAYLOAD","INTELSAT 503","ITSO","1981-12-15","AFETR","","1447.74","14.62","36100","35929","","","0","LARGE","6826","1981","119","A","Y","INTELSAT 503","1981-119A","12994"
"1981-071E","12993","DEBRIS","COSMOS 1285 DEB","CIS","1981-08-04","PKMTR","","727.77","67.38","35734","5113","","","0","LARGE","6826","1981","71","E","Y","COSMOS 1285 DEB","1981-071E","12993"
"1981-117B","12988","ROCKET BODY","SL-14 R/B","CIS","1981-12-03","PKMTR","","96.99","82.52","628","601","","","0","LARGE","6824","1981","117","B","Y","SL-14 R/B","1981-117B","12988"
"1981-117A","12987","PAYLOAD","COSMOS 1328","CIS","1981-12-03","PKMTR","","95.50","82.52","549","536","","","0","LARGE","6825","1981","117","A","Y","COSMOS 1328","1981-117A","12987"
"1981-113D","12986","ROCKET BODY","SL-6 R/B(2)","CIS","1981-11-17","PKMTR","1997-05-21","90.72","62.37","541","78","","","0","LARGE","5942","1981","113","D","Y","SL-6 R/B(2)","1981-113D","12986"
"1981-016F","12984","DEBRIS","COSMOS 1247 DEB","CIS","1981-02-19","PKMTR","","710.53","66.76","36242","3754","","","0","LARGE","6826","1981","16","F","Y","COSMOS 1247 DEB","1981-016F","12984"
"1981-116J","12983","ROCKET BODY","SL-8 R/B","CIS","1981-11-28","PKMTR","","117.57","73.98","1664","1480","","","0","LARGE","6824","1981","116","J","Y","SL-8 R/B","1981-116J","12983"
"1981-112F","12971","DEBRIS","COSMOS 1319 DEB","CIS","1981-11-13","TTMTR","1982-04-15","87.35","70.33","152","134","","","0","LARGE","1","1981","112","F","Y","COSMOS 1319 DEB","1981-112F","12971"
"1981-115B","12969","ROCKET BODY","SL-8 R/B","CIS","1981-11-20","KYMTR","1989-10-08","87.36","50.63","148","140","","","0","LARGE","5942","1981","115","B","Y","SL-8 R/B","1981-115B","12969"
"1981-115A","12968","PAYLOAD","BHASKARA 2","IND","1981-11-20","KYMTR","1991-11-30","87.27","50.61","144","135","","","0","LARGE","5942","1981","115","A","Y","BHASKARA 2","1981-115A","12968"
"1981-114A","12967","PAYLOAD","SATCOM 3R","US","1981-11-20","AFETR","","1438.40","14.86","35867","35796","","","0","LARGE","6825","1981","114","A","Y","SATCOM 3R","1981-114A","12967"
"1981-113A","12959","PAYLOAD","MOLNIYA 1-51","CIS","1981-11-17","PKMTR","1993-11-02","91.06","63.30","573","80","","","0","LARGE","5942","1981","113","A","Y","MOLNIYA 1-51","1981-113A","12959"
"1981-108D","12940","ROCKET BODY","SL-6 R/B(2)","CIS","1981-10-31","PKMTR","","723.28","68.52","36591","4035","","","0","LARGE","6826","1981","108","D","Y","SL-6 R/B(2)","1981-108D","12940"
"1981-109A","12936","PAYLOAD","COSMOS 1318","CIS","1981-11-03","PKMTR","1981-12-04","89.00","67.13","289","162","","","0","LARGE","1","1981","109","A","Y","COSMOS 1318","1981-109A","12936"
"1981-108A","12933","PAYLOAD","COSMOS 1317","CIS","1981-10-31","PKMTR","","718.96","71.48","33143","7270","","","0","LARGE","6825","1981","108","A","Y","COSMOS 1317","1981-108A","12933"
"1981-105E","12920","ROCKET BODY","SL-6 R/B(2)","CIS","1981-10-17","PKMTR","1997-12-15","91.90","62.17","653","82","","","0","LARGE","5942","1981","105","E","Y","SL-6 R/B(2)","1981-105E","12920"
"1981-105A","12915","PAYLOAD","MOLNIYA 3-17","CIS","1981-10-17","PKMTR","1997-01-09","91.91","62.29","669","67","","","0","LARGE","5942","1981","105","A","Y","MOLNIYA 3-17","1981-105A","12915"
"1978-016C","12908","ROCKET BODY","ATLAS CENTAUR R/B","US","1978-02-09","AFETR","2005-12-05","87.46","26.14","166","132","","","0","LARGE","5942","1978","16","C","Y","ATLAS CENTAUR R/B","1978-016C","12908"
"1978-083E","12907","DEBRIS","COSMOS 1030 DEB","CIS","1978-09-06","PKMTR","","719.26","65.43","37082","3346","","","0","LARGE","6825","1978","83","E","Y","COSMOS 1030 DEB","1978-083E","12907"
"1977-068F","12906","DEBRIS","COSMOS 931 DEB","CIS","1977-07-20","PKMTR","","715.75","63.42","37822","2433","","","0","LARGE","6826","1977","68","F","Y","COSMOS 931 DEB","1977-068F","12906"
"1981-103B","12904","ROCKET BODY","SL-3 R/B","CIS","1981-10-13","PKMTR","","95.64","81.18","568","531","","","0","LARGE","6824","1981","103","B","Y","SL-3 R/B","1981-103B","12904"
"1981-103A","12903","PAYLOAD","COSMOS 1315","CIS","1981-10-13","PKMTR","2015-08-31","87.14","81.09","142","124","","","0","LARGE","6281","1981","103","A","Y","COSMOS 1315","1981-103A","12903"
"1981-102D","12901","ROCKET BODY","SL-12 R/B(AUX MOTOR)","CIS","1981-10-09","TTMTR","1982-07-02","95.69","46.66","1012","92","","","0","LARGE","1","1981","102","D","Y","SL-12 R/B(AUX MOTOR)","1981-102D","12901"
"1981-102A","12897","PAYLOAD","RADUGA 10","CIS","1981-10-09","TTMTR","","1436.39","12.49","35796","35789","","","0","LARGE","6826","1981","102","A","Y","RADUGA 10","1981-102A","12897"
"1981-031E","12892","DEBRIS","COSMOS 1261 DEB","CIS","1981-03-31","PKMTR","","719.45","67.04","36860","3577","","","0","LARGE","6824","1981","31","E","Y","COSMOS 1261 DEB","1981-031E","12892"
